Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_Scaled,SalePrice_Normalized,SalePrice_Log,LotArea_Scaled,LotArea_Normalized,LotArea_Log,YearBuilt_Scaled,YearBuilt_Normalized,GarageArea_Scaled,GarageArea_Normalized,GarageArea_Log,OverallState,ExterState,BsmtState,YearsSinceRenovation
379,20,3,88.0,11394.0,1,2,3,3,0,0,0,22,2,2,0,2,9,2,2010,2010,3,1,12,13,2,350.0,7.5,5.0,2,10.0,5.0,6.66,10.0,1445,0.0,0,411,1856,1,10.0,1,4,1856,0,0,1856,1,0,1,1,1,1,10.0,8,6,1,10.0,1,2010.0,0,3,834,5.0,5.0,2,113,0,0,0,0,0,,4,4,0,6,2010,6,5,163000,-0.1161163866021556,0.42020665901262916,12.0015054797889,0.6183926523202657,0.5276253201609952,9.34084218004034,1.2876487270762704,1.0,1.776344232287128,0.792022792022792,6.726233402358747,5.5,6.25,293.332,14
380,60,3,60.0,8123.0,1,2,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,1,16.0,5.0,5.0,2,7.5,5.0,0.0,0.0,0,0.0,0,982,982,1,10.0,1,4,1007,793,0,1800,0,0,2,1,3,1,5.0,7,6,1,5.0,1,2000.0,0,2,463,5.0,5.0,2,100,63,0,0,0,0,,4,4,0,6,2009,8,4,179000,0.1614960064626442,0.4726914876168607,12.095141084822892,-0.3794739313088503,0.3566462809053369,9.002454823050954,0.9506162527967156,0.921875,-0.028015105473107923,0.43969610636277306,6.137727054086234,5.5,5.0,2.5,24
381,50,3,50.0,5000.0,1,1,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,14,3,0.0,5.0,5.0,0,5.0,5.0,0.0,2.0,218,0.0,0,808,1026,1,5.0,1,4,1026,665,0,1691,0,0,2,0,3,1,7.5,6,6,1,7.5,5,1924.0,2,1,308,5.0,5.0,2,0,0,242,0,0,0,,4,4,0,5,2010,8,4,127000,-0.7407442709979551,0.30211579465310806,11.751942365440728,-1.3321909416034787,0.19340337671841518,8.517193191416238,-1.6108305517279005,0.328125,-0.7818579554807535,0.2924976258309592,5.730099782973574,5.5,5.0,45.6,74
382,20,1,60.0,7200.0,1,1,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,1,12,13,3,0.0,7.5,5.0,2,7.5,7.5,0.0,0.0,0,0.0,0,1293,1293,1,10.0,1,4,1301,0,0,1301,1,0,2,0,2,1,7.5,5,6,1,7.5,1,2006.0,1,2,572,5.0,5.0,2,216,121,0,0,0,0,,4,4,0,8,2006,6,5,187750,0.3133152839199566,0.5013941282597999,12.142866569626381,-0.6610486352800132,0.30839997909152683,8.881836305004146,1.1528357373644484,0.96875,0.502106640661301,0.54320987654321,6.349138991379798,6.0,6.25,3.0,18
383,60,3,79.0,9245.0,1,2,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,3,0.0,7.5,5.0,2,7.5,5.0,6.66,0.0,0,0.0,0,939,939,1,10.0,1,4,939,858,0,1797,0,0,2,1,3,1,7.5,8,6,0,,1,2006.0,1,2,639,5.0,5.0,2,144,53,0,0,0,0,,4,4,0,4,2007,8,4,213500,0.7600977290086188,0.5858618992947352,12.271392111650817,-0.03719135508388295,0.4152945481156239,9.131838143821225,1.1528357373644484,0.96875,0.8279612919549284,0.6068376068376069,6.459904454377535,6.0,6.25,3.832,18
384,45,2,60.0,9000.0,1,2,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,1,13,14,3,0.0,5.0,5.0,0,2.5,2.5,0.0,0.0,0,0.0,0,784,784,1,5.0,0,0,784,0,0,784,0,0,1,0,2,1,5.0,5,6,0,,5,1950.0,2,2,360,2.5,2.5,0,0,0,91,0,0,0,,4,4,0,10,2009,8,4,76000,-1.6256337738920046,0.13482040347711988,11.238488619268468,-0.11193220283354159,0.402488108305891,9.104979856318357,-1.4760175620160785,0.359375,-0.5289558380588337,0.3418803418803419,5.886104031450156,4.5,5.0,1.0,74
385,60,3,69.0,9478.5,1,2,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,3,0.0,7.5,5.0,2,7.5,5.0,6.66,10.0,985,0.0,0,595,1580,1,10.0,1,4,1079,874,0,1953,1,0,2,1,3,1,7.5,9,6,2,2.5,1,1992.0,0,2,501,5.0,5.0,2,216,231,0,0,0,0,,4,4,0,6,2007,8,4,240000,1.2198932550221935,0.6727898966704937,12.388394202324129,0.034041248791812126,0.42749986932204276,9.15678135488162,0.6809902733730718,0.859375,0.1567979803352181,0.4757834757834758,6.2166061010848646,5.5,6.25,200.832,32
386,120,3,43.0,3182.0,1,2,3,3,0,4,0,0,2,2,4,2,8,5,2004,2005,1,1,12,13,1,16.0,7.5,5.0,2,7.5,5.0,0.0,10.0,24,0.0,0,1232,1256,1,10.0,1,4,1269,0,0,1269,0,0,2,0,2,1,7.5,6,6,1,5.0,1,2004.0,0,2,430,5.0,5.0,2,146,20,0,0,144,0,,4,4,0,4,2010,8,4,192000,0.38705607582779405,0.515335410857799,12.165250651009918,-1.886798538374415,0.09837436621190739,8.065265208897733,1.0854292425085375,0.953125,-0.18851067999086474,0.4083570750237417,6.063785208687608,6.5,6.25,7.3,19
387,50,3,58.0,8410.0,1,2,3,3,0,2,0,7,1,2,0,0,5,3,1910,1996,2,1,13,13,3,0.0,5.0,2.5,2,5.0,5.0,0.0,0.0,0,0.0,0,658,658,1,5.0,1,4,658,526,0,1184,0,0,1,0,5,1,5.0,8,6,0,,1,2005.0,2,0,0,5.0,5.0,0,0,151,0,0,0,0,,4,4,0,5,2006,8,1,81000,-1.5388799010592547,0.15122191241594224,11.302204433654575,-0.2919203668021073,0.3716481103967383,9.037176752966994,-2.082676015719277,0.21875,-2.279816650979817,0.0,-inf,4.0,3.75,2.0,28
388,80,3,72.0,7200.0,1,2,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,1,255.0,5.0,5.0,1,5.0,5.0,6.66,8.0,631,0.0,0,410,1041,1,10.0,1,4,1125,0,0,1125,1,0,1,0,3,1,5.0,6,6,1,2.5,5,1977.0,2,1,352,5.0,5.0,2,296,0,0,0,0,0,,1,4,0,10,2009,8,0,125000,-0.7754458201310551,0.2955551910775791,11.736069016284437,-0.6610486352800132,0.30839997909152683,8.881836305004146,0.1417383145257842,0.734375,-0.5678638561237445,0.3342830009496676,5.863631175598097,6.0,5.0,129.53199999999998,48
389,20,3,93.0,9382.0,1,2,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,1,12,13,1,125.0,7.5,5.0,2,7.5,5.0,0.0,0.0,0,0.0,0,1468,1468,1,10.0,1,4,1479,0,0,1479,0,0,2,0,3,1,7.5,6,6,0,,1,1999.0,1,2,577,5.0,5.0,2,120,25,0,0,0,0,,4,4,0,7,2008,8,4,191000,0.36970530126124407,0.5120551090700345,12.160028707028767,0.004602506718987396,0.4224557001724949,9.146548238888403,0.9169130053687601,0.9140625,0.5264241519518702,0.5479582146248814,6.3578422665081,6.0,6.25,2.5,24
390,60,3,96.0,12474.0,1,2,3,3,0,4,0,16,2,2,0,5,10,5,2007,2008,1,1,12,13,2,272.0,10.0,5.0,2,10.0,5.0,6.66,10.0,1280,0.0,0,402,1682,1,10.0,1,4,1742,590,0,2332,1,0,2,1,3,1,10.0,9,6,1,10.0,3,2008.0,0,3,846,5.0,5.0,2,196,134,0,0,0,0,,4,4,0,8,2008,6,5,163000,-0.1161163866021556,0.42020665901262916,12.0015054797889,0.9478625117881487,0.5840781976896137,9.431401757086068,1.186538984792404,0.9765625,1.8347062593844938,0.8034188034188035,6.740519359606223,7.5,7.5,260.332,16
391,50,3,50.0,8405.0,1,0,3,3,0,4,0,7,2,2,0,0,5,8,1900,1950,1,1,8,8,3,0.0,5.0,5.0,0,5.0,7.5,0.0,4.0,241,6.0,391,229,861,1,10.0,1,4,961,406,0,1367,1,0,1,0,4,1,5.0,7,6,0,,5,1978.0,2,1,384,5.0,5.0,2,0,130,112,0,0,0,,2,4,0,4,2008,8,4,119000,-0.879550467530355,0.2758733803509923,11.686878772093667,-0.2934456902255697,0.37138675448225394,9.036582045842716,-2.4197084899988317,0.140625,-0.41223178386410153,0.3646723646723647,5.950642552587727,6.5,5.0,128.9,74
392,60,3,71.0,12209.0,1,2,0,3,0,1,0,11,2,2,0,5,6,5,2001,2002,1,1,12,13,3,0.0,5.0,5.0,2,10.0,5.0,0.0,8.0,690,0.0,0,114,804,1,10.0,1,4,804,1157,0,1961,1,0,2,1,3,1,7.5,7,6,1,5.0,3,2001.0,0,2,560,5.0,5.0,2,125,192,0,0,0,0,,4,4,0,6,2009,8,4,215000,0.7861238908584438,0.5907823519763818,12.2783933071098,0.8670203703446404,0.5702263342219434,9.409928663668856,0.9843195002246711,0.9296875,0.44374461356393485,0.5318138651471985,6.327936783729195,5.5,5.0,141.0,22
393,20,3,69.0,8339.0,1,2,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,3,0.0,5.0,5.0,3,5.0,5.0,0.0,0.0,0,0.0,0,0,0,1,5.0,1,4,882,0,0,882,0,0,1,0,3,1,5.0,5,6,0,,1,1959.0,1,1,294,5.0,5.0,2,0,0,0,0,0,0,,2,2,1200,7,2007,8,4,106500,-1.09643514961223,0.23486960800393636,11.575900264131617,-0.3135799594152737,0.3679368564110606,9.028698584086985,-0.4312168917494589,0.6015625,-0.8499469870943474,0.2792022792022792,5.683579767338681,6.0,5.0,2.0,65
394,30,3,69.0,7446.0,1,2,3,3,0,0,0,3,1,2,0,2,4,5,1941,1950,1,1,14,15,3,0.0,5.0,5.0,1,5.0,5.0,0.0,4.0,266,0.0,0,522,788,1,5.0,1,0,788,0,0,788,0,0,1,0,2,1,5.0,4,6,2,5.0,1,2005.0,2,0,0,5.0,5.0,2,0,0,0,0,0,0,,1,4,0,4,2006,8,0,100000,-1.209215184294805,0.21354764638346724,11.512925464970229,-0.5860027228456621,0.32125869008415664,8.915432254432663,-1.0378753454526575,0.4609375,-2.279816650979817,0.0,-inf,4.5,5.0,55.2,74
395,50,3,60.0,10134.0,1,2,3,3,0,4,0,17,2,2,0,0,5,6,1940,1950,1,1,8,8,3,0.0,5.0,5.0,1,5.0,5.0,0.0,0.0,0,0.0,0,735,735,1,7.5,1,0,735,299,0,1034,0,0,1,0,2,1,5.0,5,6,0,,5,1940.0,2,1,240,5.0,5.0,2,0,39,0,0,0,0,,4,4,0,7,2007,8,4,109000,-1.053058213195855,0.2430703624733475,11.59910316121128,0.23401114960773556,0.46176362971094037,9.223651386035854,-1.071578592880613,0.453125,-1.1125761090324948,0.22792022792022792,5.480638923341991,5.5,5.0,2.0,74
396,20,3,68.0,9571.0,1,2,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,1,1,13,14,3,0.0,5.0,5.0,1,5.0,5.0,6.66,6.0,739,0.0,0,405,1144,1,5.0,1,4,1144,0,0,1144,1,0,1,0,3,1,5.0,6,6,0,,1,1956.0,2,1,596,5.0,5.0,2,44,0,0,0,0,0,,4,4,0,6,2010,8,4,129000,-0.7060427218648552,0.308676398228637,11.76756768334381,0.062259732125866926,0.43233495374000314,9.166492972195906,-0.5323266340333253,0.578125,0.6188306948560331,0.5660018993352327,6.39024066706535,5.5,5.0,151.132,68
397,20,3,60.0,7200.0,1,2,3,2,0,4,0,5,2,2,0,2,5,5,1972,1972,3,1,8,8,3,0.0,5.0,5.0,1,5.0,5.0,6.66,4.0,777,0.0,0,117,894,1,5.0,1,4,894,0,0,894,0,0,1,0,2,1,5.0,6,6,0,,5,1985.0,1,2,600,5.0,5.0,2,215,0,0,0,0,0,,4,4,0,9,2009,8,4,123000,-0.8101473692641551,0.28899458750205015,11.719939634354555,-0.6610486352800132,0.30839997909152683,8.881836305004146,0.006925324813962299,0.703125,0.6382847038884886,0.5698005698005698,6.396929655216146,5.0,5.0,158.732,52
398,60,3,69.0,7590.0,1,2,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,1,12,13,1,288.0,5.0,5.0,1,5.0,5.0,0.0,8.0,540,0.0,0,324,864,1,5.0,1,4,876,936,0,1812,0,0,2,0,4,1,5.0,8,6,1,5.0,1,1962.0,1,1,264,5.0,5.0,2,0,168,0,0,0,0,,4,4,0,7,2007,8,4,169500,-0.0033363519195806824,0.4415286206330982,12.040608205802641,-0.5420734082499444,0.32878574042130576,8.934586870389676,-0.33010714946559244,0.625,-0.9958520548377626,0.25071225071225073,5.575949103146316,5.0,5.0,110.0,62
399,30,4,60.0,8967.0,1,2,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,3,0.0,5.0,2.5,0,2.5,0.0,0.0,0.0,0,0.0,0,961,961,1,7.5,1,3,1077,0,0,1077,0,0,1,0,2,1,5.0,6,1,0,,5,1920.0,2,1,338,0.0,0.0,0,0,0,0,0,0,0,,4,4,0,11,2007,8,0,67000,-1.7817907449909545,0.10529768738723962,11.112447898373103,-0.12199933742839358,0.4007631592702943,9.101306450952048,-1.7456435414397224,0.296875,-0.6359528877373383,0.3209876543209877,5.823045895483019,3.5,3.75,0.5,74
400,60,1,65.0,8125.0,1,2,3,3,0,4,0,21,2,2,0,5,7,5,2006,2007,1,1,5,5,2,100.0,7.5,5.0,2,7.5,5.0,0.0,10.0,812,0.0,0,280,1092,1,10.0,1,4,1112,438,0,1550,1,0,2,0,2,1,7.5,7,6,0,,1,2007.0,0,2,438,5.0,5.0,2,0,168,0,0,0,0,,4,4,0,10,2009,8,4,241000,1.2372440295887435,0.6760701984582582,12.392552212472792,-0.37886380193946534,0.35675082327113067,9.002701007197938,1.1528357373644484,0.96875,-0.149602661925954,0.41595441595441596,6.082218910376446,6.0,6.25,164.9,17
401,120,3,38.0,14963.0,1,2,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,3,0.0,7.5,5.0,2,7.5,5.0,0.0,10.0,786,0.0,0,474,1260,1,10.0,1,4,1288,0,0,1288,1,0,1,1,1,1,10.0,4,6,2,7.5,1,1996.0,0,2,500,5.0,5.0,2,120,30,0,0,224,0,,4,4,0,12,2008,8,4,245500,1.3153225151382184,0.6908315565031983,12.411052226216713,1.7071685119877422,0.7141811719199205,9.61333576618342,0.8158032630848937,0.890625,0.15193447807710425,0.47483380816714155,6.214608098422191,6.5,6.25,159.7,28
402,20,3,65.0,8767.0,1,2,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,3,0.0,7.5,5.0,2,7.5,5.0,6.66,10.0,24,0.0,0,1286,1310,1,10.0,1,4,1310,0,0,1310,0,0,2,0,3,1,7.5,6,6,1,7.5,1,2005.0,0,2,400,5.0,5.0,2,0,0,0,0,0,0,,4,4,0,7,2006,6,5,164990,-0.08158834521472112,0.4267344595702804,12.01364014498549,-0.18301227436689044,0.3903089226909205,9.078749951588586,1.119132489936493,0.9609375,-0.33441574773428,0.3798670465337132,5.991464547107982,6.0,6.25,8.632,19
403,30,3,60.0,10200.0,1,2,3,3,0,4,0,19,2,2,0,2,5,8,1940,1997,1,1,13,14,3,0.0,5.0,5.0,2,5.0,5.0,0.0,0.0,0,0.0,0,672,672,1,10.0,1,4,672,0,0,672,0,0,1,0,2,1,5.0,4,6,0,,5,1940.0,2,1,240,5.0,5.0,0,168,0,0,0,0,0,,0,4,0,8,2008,8,4,108000,-1.070408987762405,0.23979006068558306,11.589886506106357,0.2541454187974395,0.4652135277821337,9.230142999272362,-1.071578592880613,0.453125,-1.1125761090324948,0.22792022792022792,5.480638923341991,6.5,5.0,2.0,27
404,60,3,93.0,12090.0,1,2,3,3,0,0,0,15,2,2,0,5,8,5,1998,1998,3,1,12,13,1,650.0,7.5,5.0,2,7.5,5.0,0.0,0.0,0,0.0,0,1141,1141,1,7.5,1,4,1165,1098,0,2263,0,0,2,1,4,1,7.5,10,6,1,5.0,3,1998.0,0,2,420,5.0,5.0,2,144,123,0,0,0,0,,4,4,0,7,2006,8,0,258000,1.5322071972200932,0.7318353288502543,12.460714863903755,0.8307176728662348,0.564006063457216,9.400133943608838,0.8832097579408046,0.90625,-0.23714570257200318,0.39886039886039887,6.040254711277414,6.5,6.25,2.5,26
405,60,3,69.0,10364.0,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,3,0.0,5.0,5.0,2,7.5,5.0,0.0,0.0,0,0.0,0,806,806,1,7.5,1,4,806,766,0,1572,0,0,2,1,3,1,5.0,7,6,1,5.0,3,1995.0,0,2,373,5.0,5.0,2,0,40,0,0,0,0,,4,4,0,5,2007,8,4,168000,-0.029362513769405664,0.43660816795145146,12.031719258385396,0.304176027087007,0.47378600177722024,9.246093541682,0.7821000156569382,0.8828125,-0.4657303087033538,0.35422602089268757,5.921578419643816,5.5,5.0,2.5,28
406,20,3,69.0,9991.0,1,2,0,3,0,0,0,19,1,2,0,2,4,4,1976,1993,1,1,9,10,3,0.0,5.0,5.0,1,5.0,5.0,0.0,6.0,1116,0.0,0,165,1281,1,10.0,1,4,1620,0,0,1620,1,0,2,0,3,1,5.0,8,2,1,5.0,1,1993.0,2,2,490,5.0,5.0,2,120,78,0,0,0,0,,1,4,0,6,2009,8,4,150000,-0.34167645596730545,0.37756273577169097,11.918390573078392,0.19038689969671033,0.45428885055668816,9.209439966733019,0.1417383145257842,0.734375,0.10329945549596584,0.46533713200379867,6.194405391104672,4.0,5.0,225.2,31
407,50,3,51.0,10480.0,1,2,3,3,0,4,0,18,2,2,0,0,6,5,1936,1950,1,1,8,8,3,0.0,5.0,5.0,0,5.0,5.0,0.0,0.0,0,0.0,0,1064,1064,1,10.0,1,0,1166,0,473,1639,0,0,1,0,3,1,5.0,6,1,0,,5,1936.0,2,1,240,5.0,5.0,2,0,0,0,0,0,0,,4,4,0,3,2008,8,4,115000,-0.948953565796555,0.2627521731999344,11.652687407345388,0.33956353051133514,0.479849458993257,9.257223957875032,-1.2063915825924347,0.421875,-1.1125761090324948,0.22792022792022792,5.480638923341991,5.5,5.0,2.0,74
408,70,3,63.0,15576.0,1,2,3,3,0,4,0,6,2,2,0,5,6,7,1915,1976,1,1,13,10,3,0.0,5.0,5.0,0,7.5,5.0,0.0,0.0,0,0.0,0,840,840,1,10.0,1,4,840,840,0,1680,0,0,2,0,4,1,5.0,8,6,0,,1,1960.0,2,1,308,5.0,5.0,2,0,0,160,0,0,0,,4,4,0,3,2008,8,4,177000,0.12679445732954422,0.4661308840413318,12.083905011555967,1.894173163704235,0.7462234070357012,9.653486547052035,-1.9141597785794997,0.2578125,-0.7818579554807535,0.2924976258309592,5.730099782973574,6.5,5.0,2.5,48
409,60,3,109.0,14154.0,1,2,3,3,0,0,0,16,2,2,0,5,7,5,2006,2006,1,1,12,13,1,350.0,7.5,5.0,2,10.0,7.5,0.0,0.0,0,0.0,0,1063,1063,1,10.0,1,4,1071,1101,0,2172,0,0,2,1,3,1,7.5,9,6,1,7.5,1,2006.0,1,3,947,5.0,5.0,2,192,62,0,0,0,0,,4,4,0,8,2007,6,5,280000,1.913924237684193,0.8040019681810727,12.542544882151386,1.4603711820715224,0.6718937849563535,9.55775254863573,1.1528357373644484,0.96875,2.325919987453992,0.8993352326685661,6.853299093186078,6.0,6.25,3.5,18
410,60,1,85.0,10800.0,1,2,3,3,0,4,0,21,2,2,0,5,8,5,2007,2008,1,1,12,13,2,100.0,7.5,5.0,2,10.0,5.0,0.0,10.0,789,0.0,0,245,1034,1,10.0,1,4,1050,1028,0,2078,1,0,2,1,3,1,10.0,8,6,1,7.5,1,2008.0,0,3,836,5.0,5.0,2,0,102,0,0,0,0,,4,4,0,4,2008,6,5,339750,2.9506330180355547,1.0,12.73596533201339,0.4371842296129301,0.4965762375202551,9.287301413112312,1.186538984792404,0.9765625,1.7860712368033556,0.7939221272554606,6.728628613084702,6.5,6.25,160.8,16
411,20,3,68.0,9571.0,1,2,3,3,0,4,0,7,2,2,0,2,5,3,1958,1958,1,1,2,2,3,0.0,5.0,2.5,1,5.0,2.5,0.0,0.0,0,0.0,0,1276,1276,1,5.0,1,0,1276,0,0,1276,0,0,1,0,3,1,5.0,5,4,0,,1,1958.0,2,1,350,5.0,5.0,2,0,0,0,0,0,0,,4,4,0,6,2009,0,0,60000,-1.9032461669568044,0.0823355748728883,11.002099841204238,0.062259732125866926,0.43233495374000314,9.166492972195906,-0.4649201391774143,0.59375,-0.5775908606399722,0.33238366571699907,5.857933154483459,4.0,3.75,1.5,66
412,190,3,100.0,9478.5,1,2,3,0,0,4,0,8,2,2,1,2,5,5,1955,1955,3,1,13,14,3,0.0,5.0,5.0,1,5.0,5.0,3.33,4.0,1056,0.0,0,0,1056,1,5.0,0,4,1056,0,0,1056,1,0,1,0,3,1,5.0,5,6,0,,1,1955.0,0,2,572,5.0,5.0,2,264,0,0,0,0,0,,4,4,0,1,2006,8,4,145000,-0.4284303288000554,0.3611612268328686,11.884489021402711,0.034041248791812126,0.42749986932204276,9.15678135488162,-0.5660298814612807,0.5703125,0.502106640661301,0.54320987654321,6.349138991379798,5.0,5.0,213.86599999999999,69
413,20,1,69.0,4403.0,1,2,1,3,0,4,0,21,2,2,0,2,7,5,2009,2009,1,1,8,8,2,432.0,10.0,5.0,2,10.0,5.0,6.66,10.0,578,0.0,0,892,1470,1,10.0,1,4,1478,0,0,1478,1,0,2,1,2,1,7.5,7,6,1,7.5,1,2009.0,0,2,484,5.0,5.0,2,0,144,0,0,0,0,,4,4,0,6,2010,6,5,222000,0.9075793128242937,0.6137444644907332,12.310432660854417,-1.5143145583648918,0.16219748052898436,8.390041405755754,1.253945479648315,0.9921875,0.07411844194728277,0.459639126305793,6.182084906716632,6.0,7.5,119.93199999999999,15
414,30,4,56.0,8960.0,1,0,3,3,0,4,0,17,0,2,0,2,5,6,1927,1950,1,1,14,15,3,0.0,5.0,5.0,1,5.0,5.0,0.0,0.0,0,0.0,0,1008,1008,1,7.5,1,0,1028,0,0,1028,0,0,1,0,2,1,5.0,5,6,1,7.5,5,1927.0,2,2,360,5.0,5.0,2,0,0,130,0,0,0,,4,4,0,3,2010,8,4,115000,-0.948953565796555,0.2627521731999344,11.652687407345388,-0.12413479022124096,0.4003972609900162,9.100525505968976,-1.509720809444034,0.3515625,-0.5289558380588337,0.3418803418803419,5.886104031450156,5.5,5.0,2.0,74
415,60,3,59.0,11228.0,1,2,1,3,0,1,0,20,2,2,0,5,7,5,1993,1993,1,1,12,13,3,0.0,7.5,5.0,2,7.5,5.0,0.0,6.0,50,10.0,531,499,1080,1,10.0,1,4,1080,1017,0,2097,0,1,2,1,3,1,7.5,9,6,1,5.0,1,1993.0,2,3,678,5.0,5.0,2,196,187,0,0,0,0,,4,4,0,12,2008,8,4,228000,1.0116839602235936,0.63342627521732,12.337100907936577,0.5677519146613134,0.5189483038001149,9.326165937481774,0.7146935208010272,0.8671875,1.0176378800213683,0.6438746438746439,6.519147287940395,6.0,6.25,118.7,31
416,20,3,73.0,8899.0,1,2,0,3,0,4,0,8,2,2,0,2,7,5,2007,2007,1,1,12,13,3,0.0,7.5,5.0,2,7.5,5.0,6.66,10.0,24,0.0,0,1316,1340,1,10.0,1,4,1340,0,0,1340,0,0,2,0,3,1,7.5,6,6,0,,1,2007.0,0,2,396,5.0,5.0,2,100,30,0,0,0,0,,4,4,0,8,2007,6,5,181134,0.1985225593876619,0.4796916516319501,12.106992367829498,-0.1427437359874825,0.3972087188333072,9.093694189856862,1.186538984792404,0.9765625,-0.3538697567667354,0.37606837606837606,5.981414211254481,6.0,6.25,8.632,17
417,60,3,74.0,7844.0,1,2,3,3,0,4,0,19,2,2,0,5,6,7,1978,1978,3,1,6,6,1,203.0,5.0,5.0,1,5.0,5.0,0.0,8.0,209,0.0,0,463,672,1,5.0,1,4,672,728,0,1400,0,0,1,1,3,1,5.0,6,6,1,5.0,1,1978.0,0,2,440,5.0,5.0,2,0,0,0,0,0,0,,4,4,0,3,2006,8,4,149500,-0.35035184325058044,0.3759225848778087,11.915051671812877,-0.4645869783380534,0.3420626208771105,8.967504187316237,0.20914480938169513,0.75,-0.13987565740972632,0.41785375118708457,6.0867747269123065,6.5,5.0,43.8,46
418,70,3,86.0,9478.5,1,2,0,3,0,4,0,6,1,2,0,5,6,6,1918,1950,3,1,13,12,3,0.0,5.0,5.0,0,7.5,5.0,0.0,6.0,1128,0.0,0,242,1370,2,5.0,0,0,1370,1254,0,2624,1,0,2,1,4,1,5.0,10,6,1,7.5,5,1918.0,2,3,864,5.0,5.0,0,0,0,0,0,0,0,,4,4,0,11,2007,8,4,239000,1.2025424804556435,0.6695095948827292,12.384218830913648,0.034041248791812126,0.42749986932204276,9.15678135488162,-1.8130500362956332,0.28125,1.9222493000305432,0.8205128205128206,6.761572768804055,6.0,5.0,228.1,74
419,50,3,60.0,8160.0,1,2,3,3,0,4,0,7,2,2,0,0,5,6,1940,1950,1,1,8,8,3,0.0,5.0,5.0,0,5.0,5.0,0.0,8.0,312,0.0,0,444,756,1,2.5,0,1,756,378,0,1134,1,0,1,1,3,1,5.0,7,6,0,,5,1940.0,2,1,240,5.0,5.0,1,0,0,0,0,0,0,,4,4,0,4,2007,8,1,126000,-0.7580950455645051,0.2988354928653436,11.744037185933616,-0.3681865379752284,0.35858031467252105,9.006999447958153,-1.071578592880613,0.453125,-1.1125761090324948,0.22792022792022792,5.480638923341991,5.5,5.0,64.4,74
420,20,3,65.0,8450.0,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1968,1968,1,1,12,13,3,0.0,5.0,5.0,1,5.0,5.0,0.0,6.0,775,0.0,0,281,1056,1,10.0,1,4,1056,0,0,1056,1,0,1,0,3,1,5.0,6,6,1,2.5,1,1968.0,2,1,304,5.0,5.0,2,0,85,184,0,0,0,,4,4,0,7,2010,8,4,142000,-0.48048265249970534,0.3513203214695752,11.863582336583399,-0.27971777941440795,0.37373895771261306,9.041921720351219,-0.1278876648978596,0.671875,-0.801311964513209,0.28869895536562207,5.717027701406222,5.5,5.0,157.0,56
421,90,4,78.0,7060.0,1,2,3,3,0,4,0,11,2,2,2,6,7,5,1997,1998,1,1,12,13,1,200.0,5.0,7.5,2,7.5,7.5,10.0,10.0,1309,0.0,0,35,1344,1,10.0,1,4,1344,0,0,1344,2,0,2,0,2,2,5.0,8,6,0,,1,1997.0,0,4,784,5.0,5.0,2,0,0,0,0,0,0,,4,4,0,11,2008,8,2,206300,0.6351721521294589,0.5622437264228309,12.237086699059343,-0.7037576911369611,0.3010820134859652,8.862200330487287,0.8495065105128492,0.8984375,1.5331691193814356,0.7445394112060779,6.664409020350408,6.0,6.25,266.8,26
